name,role,skin_type,power_level,weight,height,age,eye_color,gender,hair_color,speed,universe,body_type,job,battle_iq,species,ranking,intelligence,abilities,training_time,special_attack,secret_code,win_prob
Livewire,VillaIn,Stone,17548.0,99,227.0,81.0,,,Bald,1282.0,Marvel Comics,Giant,Cult Leader,558.0,Kryptonian,4776.0,558.0,Flying,9455.0,Water Gun,,0.77
The First of the Fallen,Villain,Steel,10852.0,87,176.0,101.0,Black,,White,1044.0,Marvel Comics,Regular,God,683.0,Human,3754.0,670.0,Mind Reading,6523.0,Fireburst Cannon,,0.52
Ultron,VillaIn,Luminescent,12504.0,90,182.0,90.0,Glowing,1.0,Brown,,Marvel Comics,Muscular,Warrior,886.0,Saiyan,703.0,836.0,Flying,8074.0,Electric Nova,,0.62
Spandam,Villain,Hairy,1212.0,56,126.0,117.0,Blood,0.0,Green,855.0,Marvel,Slim,Demon Lord,594.0,Undead,3842.0,594.0,Time Manipulation,834.0,Electric Nova,,0.53
Decrypted Dataphage,Villain,Metallic,13089.0,111,225.0,108.0,Green,2.0,Green,953.0,Marvel Comics,Athletic,Cult Leader,629.0,Alien,1092.0,617.0,Super Speed,9110.0,Electric Nova,10011.0,0.56
Ominous Plaguebringer,VillaIn,Hairy,2497.0,85,262.0,54.0,,1.0,Bald,1868.0,Marvel Comics,Muscular,God,525.0,Alien,2649.0,525.0,Teleportation,1724.0,Electric Nova,10010.0,0.7
Garou,Villain,Hairy,12331.0,50,130.0,21.0,,1.0,Fire-like,4768.0,Marvel Comics,Slim,Drunken,1309.0,Undead,3257.0,1190.0,Super Speed,,Water Vortex,,0.99
Thunderball,VIllain,Stone,4343.0,,852.0,143.0,,0.0,Bald,704.0,Marvel,Regular,Arcanist,555.0,Giant,1739.0,555.0,Super Speed,2413.0,Grass Tempest,,0.45
Calendar Man,Villain,Normal,15283.0,150,181.0,43.0,,,Green,2371.0,Marvel Comics,Normal,Warrior,593.0,Alien,3142.0,593.0,Super Speed,9505.0,Eternal Firewave,,0.49
Encrypted AI Tyrant,Villain,Scaly,8444.0,686,798.0,93.0,Blue,0.0,Purple,,Marvel Comics,Regular,Assassin,1162.0,Giant,3468.0,1057.0,Teleportation,,Grass blade,,0.42
Firefly,VIllain,Steel,7594.0,86,197.0,41.0,Black,2.0,Silver,2453.0,Marvel Comics,Muscular,Scientist,1014.0,Saiyan,4893.0,,Super Strength,4498.0,Electric Nova,11000.0,0.8
Naraku,VIllain,Scaly,4049.0,119,136.0,58.0,Blue,,None,,Marvel Comics,Muscular,Demon Lord,1130.0,Alien,2100.0,1028.0,Mind Reading,2105.0,Electric Surge,10001.0,0.51
Kizaru,VIllain,Draconish,5625.0,84,190.0,39.0,White,2.0,Blonde,2597.0,Marvel Comics,Regular,Scientist,98.0,Human,599.0,107.0,Super Strength,2568.0,Electric Storm,10101.0,0.73
Vile Doombringer,Villain,Scaly,13784.0,77,187.0,60.0,,0.0,Green,,Marvel,Giant,Arcanist,587.0,Saiyan,781.0,587.0,Super Speed,9330.0,Grass blade,10001.0,0.51
Kaido,VIllain,Metallic,,99,185.0,127.0,,0.0,Purple,840.0,Marvel Comics,Giant,Drunken,1195.0,Saiyan,4563.0,1087.0,Mind Reading,209.0,Fireburst Cannon,10011.0,0.3
Despero,Villain,Metallic,16436.0,88,171.0,103.0,,,Black,,Marvel Comics,Giant,Hero,935.0,Kryptonian,482.0,883.0,Flying,,Grass Surge,,0.51
Shadowy Plaguebringer,VIllain,Hairy,7615.0,99,246.0,130.0,Blood,0.0,Black,847.0,Marvel Comics,Giant,Assassin,945.0,Alien,427.0,892.0,Time Manipulation,4911.0,Fireburst Cannon,,0.53
Purple Man,VIllain,Steel,2929.0,116,185.0,85.0,Black,2.0,Bald,1222.0,Marvel Comics,Muscular,Drunken,536.0,Alien,2727.0,536.0,Flying,2220.0,Grass Tempest,,0.57
Malware Cyber-Demon,Villain,Steel,6599.0,91,167.0,101.0,,2.0,Purple,996.0,Marvel,Giant,God,1185.0,Saiyan,1478.0,1078.0,Teleportation,4581.0,Eternal Firewave,11000.0,0.56
Bizarro,Villain,Metallic,,661,657.0,72.0,Green,2.0,Brown,1424.0,Marvel,Regular,God,897.0,Giant,1924.0,847.0,Teleportation,233.0,Eternal Firewave,10011.0,0.41
Dark Necromancer,Villain,Draconish,1081.0,134,130.0,53.0,White,,Bald,,Marvel Comics,Muscular,Leader,542.0,Alien,3858.0,542.0,Super Strength,792.0,Grass blade,,0.67
Johnny Sorrow,VIllain,Normal,6082.0,571,744.0,86.0,,0.0,Brown,1179.0,Marvel,Regular,Mage,877.0,Giant,2903.0,828.0,Mind Reading,3110.0,Electric Nova,10000.0,0.39
Accelerator,Villain,Hairy,3434.0,61,246.0,46.0,,,Silver,2178.0,Marvel,Normal,Drunken,942.0,Alien,4968.0,889.0,Teleportation,2166.0,Fireburst Cannon,10010.0,0.64
The Phantom Stranger,VIllain,Scaly,13881.0,85,213.0,29.0,,,Silver,3614.0,Marvel,Normal,Brewer,1003.0,Alien,4901.0,929.0,Super Speed,8526.0,Water Vortex,10001.0,0.77
Titania,Villain,Hairy,13812.0,59,169.0,92.0,Blood,,Fire-like,,Marvel Comics,Slim,Cult Leader,1320.0,Undead,373.0,1200.0,Super Strength,9551.0,Electric Surge,10010.0,0.8
Estarossa,Villain,Draconish,8536.0,61,134.0,115.0,,0.0,None,877.0,Marvel Comics,Fat,Demon Lord,1163.0,Undead,44.0,1058.0,Time Manipulation,5193.0,Electric Storm,,0.62
Strucker,Villain,Hairy,2568.0,129,180.0,67.0,,2.0,None,1602.0,Marvel,Normal,Mage,1169.0,Alien,2078.0,1063.0,Mind Reading,,Electric Storm,10010.0,0.76
Loki,VillaIn,Draconish,8825.0,53,182.0,89.0,White,,Black,1267.0,Marvel,Athletic,Brewer,993.0,Alien,4134.0,920.0,Super Strength,4419.0,Fire Fist,,0.59
Mojo,VillaIn,Stone,10014.0,145,234.0,119.0,Red,0.0,Bald,912.0,Marvel,Athletic,Warrior,561.0,Alien,3121.0,561.0,Time Manipulation,7314.0,Eternal Firewave,,0.43
Ginyu Force,Villain,Metallic,8789.0,89,186.0,78.0,Green,1.0,Brown,1282.0,Marvel,Muscular,God,910.0,,2479.0,859.0,Teleportation,,Fire Fist,,0.46
Sinister Demonspawn,VIllain,Draconish,,66,201.0,21.0,White,,Blonde,4761.0,Marvel Comics,Normal,Leader,70.0,Human,3234.0,78.0,Flying,212.0,Grass Tempest,,0.57
Omega Red,VIllain,Draconish,2657.0,97,188.0,84.0,,,Black,1214.0,Marvel,Giant,Saviors,941.0,Saiyan,3039.0,888.0,Teleportation,1658.0,Water Fury,10101.0,0.76
Malevolent Sorcerer,Villain,Metallic,7822.0,80,173.0,102.0,Green,0.0,Purple,988.0,Marvel Comics,Regular,Arcanist,1208.0,Human,1084.0,1099.0,Super Strength,,Fireburst Cannon,10011.0,0.38
Virus Netherbyte,Villain,Steel,14382.0,92,192.0,29.0,Black,2.0,White,,Marvel Comics,Giant,Captain,696.0,Alien,4584.0,683.0,Teleportation,9609.0,Electric Nova,,0.84
Superboy-Prime,VIllain,Wooden,8076.0,594,798.0,72.0,,0.0,Purple,1420.0,Marvel,Giant,Drunken,1193.0,Giant,337.0,1085.0,Flying,5917.0,Electric Nova,11010.0,0.74
Ominous Plaguebringer,VillaIn,Hairy,2497.0,85,262.0,54.0,,1.0,Bald,1868.0,Marvel Comics,Muscular,God,525.0,Alien,2649.0,525.0,Teleportation,1724.0,Electric Nova,10010.0,0.7
Decrypted Null-Code,Villain,Transparent,12581.0,121,202.0,98.0,Yellow,2.0,Fire-like,1163.0,Marvel,Giant,Warrior,1310.0,Alien,4756.0,1191.0,Super Strength,5141.0,Electric Nova,10111.0,0.64
Dark Dreadlord,Villain,Wooden,4115.0,104,178.0,78.0,Pink,0.0,Black,1301.0,Marvel,Athletic,Drunken,938.0,Saiyan,1470.0,885.0,Super Strength,,Water Gun,11010.0,0.78
Rogue Null-Code,VIllain,Wooden,9234.0,61,120.0,67.0,Pink,2.0,Green,1546.0,Marvel,Regular,Thief,592.0,Undead,2133.0,592.0,Super Speed,5988.0,Electric Storm,11010.0,0.81
Virus Shadowmind,Villain,Transparent,14001.0,,213.0,142.0,Yellow,,Brown,757.0,Marvel,Normal,Mage,905.0,Alien,1392.0,854.0,Mind Reading,8296.0,Electric Nova,10111.0,0.62
Caster,Villain,Stone,10956.0,129,100.0,41.0,Red,2.0,Pink,2453.0,Marvel Comics,Athletic,Drunken,1055.0,Alien,4127.0,977.0,Mind Reading,,Electric Storm,10010.0,0.81
Blastaar,Villain,Normal,9385.0,91,157.0,119.0,,1.0,None,892.0,Marvel Comics,Fat,Demon Lord,1171.0,Undead,4038.0,1065.0,Mind Reading,5551.0,Electric Storm,10000.0,0.46
Gluttony,Villain,Metallic,5852.0,688,748.0,117.0,Green,,Purple,866.0,Marvel Comics,Regular,Scientist,1219.0,Giant,2779.0,,Super Strength,3845.0,Grass Tempest,10011.0,0.51
Shou Tucker,Villain,Steel,9103.0,76,154.0,44.0,Black,1.0,Fire-like,2279.0,Marvel Comics,Regular,Thief,1301.0,Human,3835.0,1183.0,Teleportation,6906.0,Grass Tempest,11000.0,0.77
Ominous Necromancer,Villain,Draconish,,63,198.0,47.0,White,0.0,Blonde,,Marvel,Athletic,Brewer,90.0,Human,1081.0,100.0,Super Speed,378.0,Eternal Firewave,10101.0,10.0
Dark Sorcerer,Villain,Hairy,4422.0,57,164.0,132.0,Blood,1.0,Brown,,Marvel Comics,Slim,Hero,898.0,Undead,735.0,,Time Manipulation,3293.0,Fire Fist,10010.0,0.54
Dread Sorcerer,VIllain,Hairy,6799.0,669,824.0,64.0,Blood,0.0,White,,Marvel,Regular,Leader,733.0,Giant,2600.0,,Mind Reading,3329.0,Grass Surge,,0.66
Neon-Dark Dataphage,VillaIn,Wooden,7910.0,612,818.0,87.0,Pink,2.0,Black,1159.0,Marvel Comics,Regular,Mage,949.0,,4346.0,896.0,Super Speed,4808.0,Fireburst Cannon,11010.0,0.67
Wicked Doombringer,Villain,Draconish,14352.0,148,183.0,26.0,White,0.0,Purple,,Marvel,Giant,Brewer,1237.0,Kryptonian,3547.0,1125.0,Super Strength,,Water Vortex,,0.94
Brago,Villain,Steel,,104,206.0,68.0,Black,1.0,Black,1497.0,Marvel Comics,Giant,Leader,954.0,Kryptonian,1162.0,900.0,Teleportation,224.0,Fireburst Cannon,,0.53
Hacked Shadowmind,Villain,Draconish,1454.0,112,203.0,102.0,White,,Brown,987.0,Marvel,Muscular,Drunken,903.0,Saiyan,2134.0,852.0,Mind Reading,737.0,Grass Tempest,10101.0,0.59
Madame Masque,Villain,Stone,,,,148.0,Red,1.0,White,677.0,Marvel Comics,Muscular,Leader,674.0,Kryptonian,958.0,661.0,Super Strength,235.0,Eternal Firewave,,0.39
Count Vertigo,Villain,Steel,1307.0,700,742.0,92.0,,2.0,Purple,1135.0,Marvel,Regular,Scientist,1207.0,Giant,2567.0,1098.0,Super Speed,711.0,Grass blade,11000.0,0.58
Glitched Neuro-Lancer,Villain,Draconish,9272.0,109,169.0,65.0,,0.0,Bald,,Marvel Comics,Giant,Drunken,573.0,Alien,362.0,573.0,Time Manipulation,5988.0,Water Gun,10101.0,0.77
Queen Bee,Villain,Wooden,3026.0,98,213.0,125.0,Pink,1.0,White,,Marvel,Muscular,Thief,738.0,Alien,1048.0,710.0,Super Speed,1888.0,Electric Storm,11010.0,0.63
Encrypted Shadowmind,Villain,Metallic,13976.0,106,193.0,51.0,Green,0.0,White,,Marvel Comics,Giant,Arcanist,670.0,Kryptonian,4090.0,,Super Strength,7173.0,Fireburst Cannon,,0.51
Strucker,Villain,Hairy,2568.0,129,180.0,67.0,,2.0,None,1602.0,Marvel,Normal,Mage,1169.0,Alien,2078.0,1063.0,Mind Reading,,Electric Storm,10010.0,0.76
The Shade,VillaIn,Scaly,1863.0,122,189.0,25.0,,2.0,Purple,4075.0,Marvel Comics,Giant,Assassin,1202.0,Saiyan,2302.0,1093.0,Super Strength,1259.0,Electric Storm,10001.0,0.61
Hacked Glitch,Villain,Steel,9262.0,67,184.0,93.0,Black,2.0,Pink,1131.0,Marvel Comics,Normal,Demon Lord,1054.0,Human,2954.0,976.0,Mind Reading,10492000.0,Grass Tempest,11000.0,0.65
Dark Doombringer,VIllain,Scaly,15099.0,123,160.0,133.0,Blue,,None,,Marvel Comics,Athletic,Demon Lord,1150.0,Kryptonian,3524.0,1046.0,Super Strength,7271.0,Electric Surge,10001.0,0.59
Malware Glitch,VIllain,Scaly,1482.0,647,835.0,46.0,,0.0,Fire-like,2207.0,Marvel,Giant,Thief,1320.0,Giant,2318.0,1200.0,Teleportation,748.0,Fire Fist,10001.0,0.44
Kaguya Ōtsutsuki,Villain,Stone,5283.0,67,190.0,73.0,Red,0.0,None,1420.0,Marvel,Slim,Mage,1190.0,Human,2157.0,1082.0,Time Manipulation,3551.0,Eternal Firewave,,0.5
Clayface,VillaIn,Transparent,11515.0,587,806.0,104.0,Yellow,0.0,Green,1043.0,Marvel,Giant,Thief,598.0,Giant,2161.0,598.0,Super Speed,6400.0,Fireburst Cannon,,0.39
Riddler,VIllain,Luminescent,8156.0,,800.0,146.0,,0.0,Fire-like,710.0,Marvel,Giant,Saviors,1320.0,Giant,4236.0,1200.0,Teleportation,6643.0,Fireburst Cannon,11111.0,0.45
Cell,VillaIn,Stone,17092.0,512,727.0,130.0,Red,0.0,Black,851.0,Marvel,Regular,Arcanist,976.0,Giant,2565.0,904.0,Teleportation,8701.0,Electric Storm,10010.0,0.63
Dark Lich,VIllain,Scaly,4799.0,700,757.0,34.0,Blue,2.0,Bald,2986.0,Marvel,Giant,Mage,562.0,Giant,3570.0,562.0,Super Speed,1823.0,Water Gun,,0.68
Antares,Villain,Stone,11923.0,80,141.0,112.0,Red,0.0,Blonde,,Marvel,Muscular,Brewer,95.0,Kryptonian,1352.0,104.0,Super Speed,6852.0,Fire Fist,10010.0,0.41
Alucard,VIllain,Metallic,16313.0,,147.0,142.0,,1.0,Gold,705.0,Marvel Comics,Athletic,God,1251.0,Alien,2585.0,1138.0,Flying,7777.0,Electric Nova,10011.0,0.6
Hit,Villain,Transparent,5582.0,700,850.0,92.0,Yellow,2.0,White,,Marvel,Regular,Cult Leader,703.0,Giant,4025.0,690.0,Time Manipulation,4232.0,Water Fury,,0.62
Dark Demonspawn,Villain,Draconish,9066.0,86,230.0,111.0,White,2.0,Green,940.0,Marvel,Giant,Assassin,591.0,Kryptonian,1240.0,591.0,Teleportation,6519.0,Eternal Firewave,,0.57
Doctor Destiny,Villain,Scaly,2802.0,79,165.0,36.0,,1.0,Pink,2869.0,Marvel Comics,Athletic,Scientist,999.0,Human,4553.0,925.0,Flying,1777.0,Grass Surge,10001.0,0.54
Light Yagami,Villain,Scaly,1999.0,50,225.0,62.0,Blue,,Brown,1619.0,Marvel Comics,Muscular,Brewer,920.0,Saiyan,3605.0,868.0,Mind Reading,1222.0,Water Vortex,10001.0,0.59
Decrypted Shadowmind,Villain,Transparent,13272.0,72,152.0,140.0,Yellow,1.0,Blonde,794.0,Marvel,Athletic,Warrior,89.0,Kryptonian,436.0,99.0,Teleportation,7630.0,Grass Tempest,,0.47
Shou Tucker,Villain,Steel,9103.0,76,154.0,44.0,Black,1.0,Fire-like,2279.0,Marvel Comics,Regular,Thief,1301.0,Human,3835.0,1183.0,Teleportation,6906.0,Grass Tempest,11000.0,0.77
Doctor Polaris,Villain,Normal,2695.0,80,206.0,60.0,Brown,0.0,None,1766.0,Marvel Comics,Fat,Mage,1180.0,Human,1548.0,1073.0,Super Strength,1777.0,Electric Storm,10000.0,0.44
Gorgon,VillaIn,Steel,14577.0,647,842.0,132.0,Black,1.0,Blonde,852.0,Marvel Comics,Regular,Saviors,89.0,Giant,448.0,99.0,Flying,7490.0,Grass Surge,11000.0,0.57
Frieza,Villain,Steel,8766.0,71,165.0,130.0,,2.0,Gold,,Marvel Comics,Regular,Mage,1235.0,Undead,1884.0,1123.0,Super Strength,4859.0,Fire Fist,11000.0,0.59
Ominous Dark Mage,Villain,Luminescent,13743.0,92,178.0,66.0,Glowing,2.0,None,1580.0,Marvel,Muscular,Arcanist,1149.0,Saiyan,1501.0,1045.0,Super Speed,8893.0,Grass Surge,11111.0,0.73
Dread Plaguebringer,Villain,Stone,15239.0,77,188.0,82.0,,2.0,Gold,1296.0,Marvel,Muscular,Thief,1249.0,Alien,294.0,1136.0,Super Speed,8118.0,Eternal Firewave,10010.0,0.65
Vile Dark Mage,VillaIn,Transparent,4654.0,66,183.0,129.0,,1.0,Pink,1034.0,Marvel Comics,Giant,God,993.0,Kryptonian,3853.0,920.0,Super Speed,2989.0,Fire Fist,,0.4
Reverse-Flash,Villain,Draconish,13982.0,520,744.0,88.0,White,0.0,White,1182.0,Marvel,Regular,Drunken,702.0,Giant,2132.0,689.0,Super Speed,8343.0,Grass Tempest,,0.64
Deathlok,Villain,Transparent,2580.0,71,190.0,62.0,Yellow,2.0,Black,1631.0,Marvel Comics,Regular,God,952.0,Human,1340.0,,Super Speed,,Water Fury,,0.7
The Mad Hatter,Villain,Metallic,15138.0,127,137.0,53.0,,1.0,Bald,1977.0,Marvel Comics,Athletic,God,536.0,Alien,3827.0,536.0,Teleportation,9493.0,Electric Nova,10011.0,0.64
Crocodile,VIllain,Scaly,13245.0,520,847.0,59.0,Blue,,Fire-like,,Marvel Comics,Giant,Mage,1311.0,Giant,3576.0,1192.0,Flying,,Electric Nova,,0.62
The Grandmaster,Villain,Normal,8574.0,70,175.0,80.0,Brown,0.0,Brown,,Marvel,Giant,Cult Leader,879.0,Saiyan,951.0,830.0,Super Speed,5127.0,Electric Nova,10000.0,0.42
Raditz,VIllain,Stone,17424.0,644,751.0,81.0,Red,0.0,Bald,1249.0,Marvel,Regular,Captain,553.0,Giant,4055.0,553.0,Teleportation,8998.0,Grass Surge,,0.6
Two-Face,Villain,Luminescent,5387.0,71,149.0,77.0,Glowing,2.0,Silver,1369.0,Marvel,Athletic,Scientist,1011.0,Human,335.0,937.0,Flying,2722.0,Eternal Firewave,,0.53
Sinister Lich,VillaIn,Stone,6446.0,63,174.0,94.0,,0.0,White,1068.0,Marvel,Slim,Captain,754.0,Human,3617.0,725.0,Time Manipulation,4656.0,Eternal Firewave,,0.41
Wicked Dark Mage,VIllain,Normal,2498.0,68,193.0,35.0,,1.0,Black,2986.0,Marvel Comics,Giant,Demon Lord,978.0,Kryptonian,2921.0,906.0,Teleportation,1325.0,Water Vortex,10000.0,0.63
Nekron,Villain,Metallic,6553.0,89,191.0,101.0,,1.0,Gold,1009.0,Marvel Comics,Muscular,Cult Leader,1279.0,Saiyan,4595.0,1163.0,Super Strength,4133.0,Grass Surge,10011.0,0.48
Bullseye,Villain,Metallic,19873.0,63,187.0,113.0,Green,,Gold,891.0,Marvel Comics,Fat,Hero,1261.0,Undead,3975.0,1147.0,Super Strength,9351.0,Electric Surge,10011.0,0.64
The Collector,VIllain,Transparent,3862.0,92,171.0,67.0,Yellow,2.0,Silver,1521.0,DC,Muscular,Captain,915.0,Saiyan,3750.0,864.0,Flying,2869.0,Electric Surge,10111.0,0.61
Riddler,VIllain,Luminescent,8156.0,,800.0,146.0,,0.0,Fire-like,710.0,Marvel,Giant,Saviors,1320.0,Giant,4236.0,1200.0,Teleportation,6643.0,Fireburst Cannon,11111.0,0.45
Sinestro,Villain,Transparent,2348.0,61,170.0,101.0,,2.0,Bald,992.0,DC,Fat,Leader,542.0,Undead,4039.0,542.0,Teleportation,1242.0,Fireburst Cannon,10111.0,0.38
Monsieur Mallah,Villain,Metallic,13204.0,90,180.0,57.0,,1.0,Black,1812.0,DC,Muscular,Brewer,943.0,Saiyan,922.0,890.0,Teleportation,8539.0,Water Vortex,10011.0,0.76
Apocalypse,Villain,Draconish,2769.0,,166.0,146.0,White,0.0,Green,801.0,DC Comics,Giant,Drunken,613.0,Saiyan,1213.0,601.0,Flying,,Water Vortex,10101.0,0.62
The Crime Syndicate,Villain,Stone,3107.0,487,887.0,38.0,Red,1.0,White,,DC,Regular,Assassin,752.0,Giant,1013.0,724.0,Super Speed,1569.0,Electric Surge,,0.66
Nappa,VIllain,Wooden,14496.0,500,765.0,82.0,Pink,2.0,Pink,1226.0,DC Comics,Giant,Leader,1057.0,Giant,2864.0,979.0,Super Strength,,Grass Surge,,0.82
Toyman,VillaIn,Hairy,2291.0,85,202.0,96.0,Blood,1.0,Black,1048.0,DC,Giant,Hero,954.0,Kryptonian,767.0,900.0,Super Speed,1918.0,Electric Nova,10010.0,0.62
Akainu,VIllain,Wooden,12565.0,91,249.0,121.0,,,Fire-like,910.0,DC,Athletic,Thief,1301.0,Alien,1669.0,1183.0,Mind Reading,6416.0,Electric Surge,11010.0,0.82
Cursed Warlock,VillaIn,Normal,5318.0,63,174.0,84.0,Brown,0.0,Purple,1319.0,DC,Slim,Hero,1210.0,Human,2328.0,1100.0,Teleportation,3232.0,Grass Surge,10000.0,0.39
Super-Skrull,VillaIn,Steel,6244.0,50,202.0,139.0,Black,2.0,Fire-like,750.0,DC Comics,Fat,Mage,1320.0,Undead,1480.0,1200.0,Mind Reading,3758.0,Fireburst Cannon,11000.0,0.57
Rogue Virus,Villain,Luminescent,7978.0,76,191.0,110.0,,0.0,Purple,943.0,DC,Athletic,Hero,1221.0,Kryptonian,1379.0,1110.0,Mind Reading,5997.0,Grass Tempest,,0.51
Mister Sinister,Villain,Wooden,4392.0,76,176.0,27.0,Pink,,Blonde,3722.0,DC Comics,Normal,Warrior,88.0,Human,4168.0,98.0,Time Manipulation,2355.0,Water Vortex,11010.0,0.87
Madara Uchiha,Villain,Steel,23533.0,86,177.0,92.0,Black,1.0,Pink,1199.0,DC,Athletic,Cult Leader,1026.0,Saiyan,2235.0,950.0,Teleportation,19178000.0,Grass Tempest,11000.0,0.75
Ominous Voidcaller,VIllain,Steel,2801.0,70,167.0,126.0,Black,2.0,Green,845.0,DC Comics,Athletic,Warrior,593.0,Human,4615.0,593.0,Super Strength,,Electric Surge,11000.0,0.57
Killer Moth,Villain,Wooden,14899.0,109,224.0,108.0,,0.0,White,942.0,DC,Athletic,Demon Lord,706.0,Saiyan,4798.0,693.0,Flying,7280.0,Eternal Firewave,11010.0,0.62
Rogue Neuro-Lancer,Villain,Steel,6710.0,78,152.0,58.0,Black,1.0,Green,1741.0,DC,Athletic,Drunken,617.0,Saiyan,1740.0,605.0,Time Manipulation,4060.0,Water Fury,11000.0,0.79
Sinister Voidcaller,Villain,Transparent,8087.0,88,231.0,132.0,,2.0,Black,,DC Comics,Giant,Warrior,932.0,Saiyan,4781.0,880.0,Mind Reading,5324.0,Grass Tempest,10111.0,0.54
Man-Bat,Villain,Wooden,,61,194.0,47.0,Pink,0.0,Purple,2128.0,DC,Athletic,Demon Lord,1204.0,Human,34.0,,Super Strength,404.0,Eternal Firewave,11010.0,13.200000000000001
Dark Dark Mage,VillaIn,Wooden,3697.0,700,772.0,116.0,Pink,,None,881.0,DC Comics,Regular,Demon Lord,1169.0,Giant,4310.0,1063.0,Teleportation,1721.0,Fire Fist,,0.62
Mephisto,Villain,Transparent,8950.0,101,212.0,56.0,,2.0,Black,,DC Comics,Athletic,Drunken,989.0,Saiyan,4676.0,916.0,Mind Reading,5316.0,Grass Tempest,10111.0,0.67
The Mad Hatter,Villain,Metallic,15138.0,127,137.0,53.0,,1.0,Bald,1977.0,Marvel Comics,Athletic,God,536.0,Alien,3827.0,536.0,Teleportation,9493.0,Electric Nova,10011.0,0.64
Kimblee,VIllain,Stone,5920.0,66,166.0,101.0,,1.0,Fire-like,998.0,DC,Athletic,Captain,1314.0,Human,1480.0,,Teleportation,3845.0,Eternal Firewave,10010.0,0.5
Faust VIII,VIllain,Metallic,6634.0,553,,75.0,Green,1.0,Blonde,1338.0,DC Comics,Giant,Saviors,108.0,Giant,3412.0,118.0,Super Speed,8420000.0,Water Fury,,0.56
Father,Villain,Wooden,,77,155.0,104.0,,1.0,Bald,1045.0,DC Comics,Muscular,Assassin,584.0,Saiyan,630.0,,Time Manipulation,64.0,Water Vortex,,0.69
Shocker,Villain,Hairy,14492.0,70,158.0,21.0,Blood,1.0,None,4874.0,DC Comics,Normal,Hero,1146.0,Human,2017.0,1042.0,Time Manipulation,9491.0,Grass blade,10010.0,0.87
Malevolent Plaguebringer,Villain,Transparent,9010.0,94,148.0,77.0,Yellow,1.0,Black,1385.0,DC,Muscular,Warrior,947.0,Saiyan,4081.0,894.0,Mind Reading,6382.0,Fire Fist,10111.0,0.49
Anomalous Neuro-Lancer,Villain,Hairy,15514.0,106,201.0,126.0,Blood,2.0,None,,DC,Giant,Brewer,1150.0,Kryptonian,773.0,1046.0,Mind Reading,9607.0,Grass Surge,10010.0,0.78
Encrypted Neuro-Lancer,Villain,Luminescent,1623.0,,167.0,142.0,Glowing,1.0,Black,744.0,DC,Slim,Cult Leader,952.0,Undead,2693.0,899.0,Flying,968.0,Fire Fist,,0.39
Catwoman,Villain,Normal,,114,155.0,133.0,Brown,0.0,Brown,835.0,DC Comics,Muscular,Scientist,917.0,Saiyan,213.0,866.0,Super Strength,368.0,Water Vortex,10000.0,0.42
Rob Lucci,Villain,Hairy,12892.0,85,168.0,126.0,Blood,0.0,Blonde,817.0,DC Comics,Slim,Leader,79.0,Undead,2329.0,88.0,Time Manipulation,8424.0,Water Fury,10010.0,0.7
Mister Mxyzptlk,VillaIn,Scaly,4649.0,62,169.0,56.0,,,Silver,1840.0,DC,Normal,God,1005.0,Human,1000.0,931.0,Time Manipulation,2242.0,Eternal Firewave,10001.0,0.41
The Hood,Villain,Stone,13298.0,68,161.0,98.0,Red,1.0,None,1245.0,DC Comics,Regular,Scientist,1136.0,Undead,3230.0,1033.0,Time Manipulation,5002.0,Eternal Firewave,10010.0,0.55
Anomalous Null-Code,VillaIn,Wooden,4278.0,110,166.0,111.0,Pink,2.0,Silver,,DC Comics,Muscular,Demon Lord,926.0,Kryptonian,3061.0,874.0,Teleportation,3083.0,Electric Surge,11010.0,0.7
Neon-Dark Shadowmind,Villain,Scaly,9365.0,103,156.0,37.0,,2.0,Black,,DC Comics,Muscular,Leader,977.0,Kryptonian,4837.0,905.0,Mind Reading,8073.0,Grass Surge,10001.0,0.64
Corrupt Glitch,Villain,Wooden,14338.0,58,141.0,117.0,,0.0,Silver,,DC Comics,Regular,Brewer,997.0,Undead,869.0,924.0,Teleportation,,Water Vortex,11010.0,0.83
Griffith,Villain,Stone,10329.0,85,209.0,82.0,Red,2.0,None,,DC,Athletic,Captain,1158.0,Kryptonian,2651.0,1053.0,Teleportation,8880.0,Water Fury,10010.0,0.79
King Cold,Villain,Normal,1912.0,121,197.0,23.0,,1.0,Fire-like,,DC Comics,Giant,Drunken,1320.0,Kryptonian,1260.0,1200.0,Super Strength,1469.0,Grass blade,10000.0,0.52
Neon-Dark Glitch,VillaIn,Normal,7140.0,68,173.0,80.0,Brown,,Brown,1338.0,DC,Athletic,Warrior,931.0,Saiyan,237.0,879.0,Super Strength,4725.0,Electric Storm,10000.0,0.49
Corrupt Dataphage,Villain,Steel,7939.0,82,172.0,126.0,Black,2.0,Gold,981.0,DC Comics,Normal,Saviors,1291.0,Human,665.0,1174.0,Super Speed,4259.0,Water Fury,11000.0,0.78
Doctor Octopus,Villain,Draconish,5760.0,94,167.0,73.0,White,2.0,White,1395.0,DC Comics,Regular,Drunken,714.0,Undead,3771.0,700.0,Mind Reading,3622.0,Grass Surge,10101.0,0.67
Onslaught,VillaIn,Hairy,,71,,107.0,Blood,0.0,Blonde,,DC Comics,Athletic,Thief,82.0,Human,3931.0,92.0,Super Speed,823.0,Grass Surge,,0.46
